ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
nic0:rtrLink:networkIF, packet_latency, , Accumulator, 4357966733, 0, 63825, 14243857, 433, 111, 466
nic0:rtrLink:networkIF, send_bit_count, , Accumulator, 4357966733, 0, 459752, 4162981184, 433, 360, 16384
nic0:rtrLink:networkIF, output_port_stalls, , Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
nic0:rtrLink:networkIF, idle_time, , Accumulator, 4357966733, 0, 4110680447, 86264515754553827, 421, 684, 32640936
nic1:rtrLink:networkIF, packet_latency, , Accumulator, 4357966733, 0, 116937, 28729557, 627, 111, 458
nic1:rtrLink:networkIF, send_bit_count, , Accumulator, 4357966733, 0, 535736, 4192956864, 627, 360, 16384
nic1:rtrLink:networkIF, output_port_stalls, , Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
nic1:rtrLink:networkIF, idle_time, , Accumulator, 4357966733, 0, 3977765884, 71546195659429162, 614, 18405, 30205336
nic2:rtrLink:networkIF, packet_latency, , Accumulator, 4357966733, 0, 149423, 41400273, 627, 111, 458
nic2:rtrLink:networkIF, send_bit_count, , Accumulator, 4357966733, 0, 535736, 4192956864, 627, 360, 16384
nic2:rtrLink:networkIF, output_port_stalls, , Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
nic2:rtrLink:networkIF, idle_time, , Accumulator, 4357966733, 0, 3979218956, 71996240331251062, 614, 52732, 30274936
nic3:rtrLink:networkIF, packet_latency, , Accumulator, 4357966733, 0, 149519, 41460541, 627, 111, 466
nic3:rtrLink:networkIF, send_bit_count, , Accumulator, 4357966733, 0, 535736, 4192956864, 627, 360, 16384
nic3:rtrLink:networkIF, output_port_stalls, , Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
nic3:rtrLink:networkIF, idle_time, , Accumulator, 4357966733, 0, 3949557137, 58578452058844261, 614, 51932, 28114136
rtr_l0_g0_r0, send_bit_count, port0, Accumulator, 4357966733, 0, 458472, 4161322304, 433, 360, 16384
rtr_l0_g0_r0, send_packet_count, port0, Accumulator, 4357966733, 0, 433, 433, 433, 1, 1
rtr_l0_g0_r0, output_port_stalls, port0, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port0, Accumulator, 4357966733, 0, 4352961318, 94360010998673832, 423, 8352, 34200268
rtr_l0_g0_r0, width_adj_count, port0, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port1, Accumulator, 4357966733, 0, 535096, 4192127424, 627, 360, 16384
rtr_l0_g0_r0, send_packet_count, port1, Accumulator, 4357966733, 0, 627, 627, 627, 1, 1
rtr_l0_g0_r0, output_port_stalls, port1, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port1, Accumulator, 4357966733, 0, 4352052212, 78830695376408670, 616, 104268, 31566669
rtr_l0_g0_r0, width_adj_count, port1, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port2, Accumulator, 4357966733, 0, 535096, 4192127424, 627, 360, 16384
rtr_l0_g0_r0, send_packet_count, port2, Accumulator, 4357966733, 0, 627, 627, 627, 1, 1
rtr_l0_g0_r0, output_port_stalls, port2, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port2, Accumulator, 4357966733, 0, 4352052212, 79344067712421118, 615, 115468, 31636269
rtr_l0_g0_r0, width_adj_count, port2, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port3, Accumulator, 4357966733, 0, 535096, 4192127424, 627, 360, 16384
rtr_l0_g0_r0, send_packet_count, port3, Accumulator, 4357966733, 0, 627, 627, 627, 1, 1
rtr_l0_g0_r0, output_port_stalls, port3, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port3, Accumulator, 4357966733, 0, 4352052212, 65692744520378462, 617, 8352, 28975469
rtr_l0_g0_r0, width_adj_count, port3, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port4, Accumulator, 4357966733, 0, 459752, 4162981184, 433, 360, 16384
rtr_l0_g0_r0, send_packet_count, port4, Accumulator, 4357966733, 0, 433, 433, 433, 1, 1
rtr_l0_g0_r0, output_port_stalls, port4, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port4, Accumulator, 4357966733, 0, 4352945322, 90180106901964634, 419, 24535, 47980269
rtr_l0_g0_r0, width_adj_count, port4, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port5, Accumulator, 4357966733, 0, 380680, 4131163456, 233, 360, 16384
rtr_l0_g0_r0, send_packet_count, port5, Accumulator, 4357966733, 0, 233, 233, 233, 1, 1
rtr_l0_g0_r0, output_port_stalls, port5, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port5, Accumulator, 4357966733, 0, 4353882421, 97379306420012147, 219, 62417, 50905869
rtr_l0_g0_r0, width_adj_count, port5, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port6, Accumulator, 4357966733, 0, 379024, 4130249344, 230, 360, 16384
rtr_l0_g0_r0, send_packet_count, port6, Accumulator, 4357966733, 0, 230, 230, 230, 1, 1
rtr_l0_g0_r0, output_port_stalls, port6, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, idle_time, port6, Accumulator, 4357966733, 0, 4353902416, 97458814570046582, 217, 61617, 51582669
rtr_l0_g0_r0, width_adj_count, port6, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
rtr_l0_g0_r0, send_bit_count, port7, Accumulator, 4357966733, 0, 379024, 4130249344, 230, 360, 16384
rtr_l0_g0_r0, send_packet_count, port7, Accumulator, 4357966733, 0, 230, 230, 230, 1, 1
rtr_l0_g0_r0, output_port_stalls, port7, Accumulator, 4357966733, 0, 0, 0, 0, 0, 0
