ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_0x0x0, send_bit_count, port0, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, send_packet_count, port0, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, output_port_stalls, port0, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, idle_time, port0, Accumulator, 17839513369, 0, 17839513369, 4653587989667352689, 1, 17839513369, 17839513369
rtr_0x0x0, width_adj_count, port0, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, send_bit_count, port1, Accumulator, 17839513369, 0, 45440, 18529280, 112, 360, 424
rtr_0x0x0, send_packet_count, port1, Accumulator, 17839513369, 0, 112, 112, 112, 1, 1
rtr_0x0x0, output_port_stalls, port1, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, idle_time, port1, Accumulator, 17839513369, 0, 17838958841, 525085704583681313, 113, 2141074, 17194993866
rtr_0x0x0, width_adj_count, port1, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, send_bit_count, port2, Accumulator, 17839513369, 0, 22720, 9264640, 56, 360, 424
rtr_0x0x0, send_packet_count, port2, Accumulator, 17839513369, 0, 56, 56, 56, 1, 1
rtr_0x0x0, output_port_stalls, port2, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, idle_time, port2, Accumulator, 17839513369, 0, 17839236105, 607871551678209079, 57, 5137308, 17197336370
rtr_0x0x0, width_adj_count, port2, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, send_bit_count, port3, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, send_packet_count, port3, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
rtr_0x0x0, output_port_stalls, port3, Accumulator, 17839513369, 0, 0, 0, 0, 0, 0
