ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_0x0, send_bit_count, port0, Accumulator, 1552209933, 0, 78280, 31719232, 197, 360, 808
rtr_0x0, send_packet_count, port0, Accumulator, 1552209933, 0, 197, 197, 197, 1, 1
rtr_0x0, output_port_stalls, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, idle_time, port0, Accumulator, 1552209933, 0, 1551280832, 12947387291867794, 198, 310669, 33283469
rtr_0x0, width_adj_count, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, send_bit_count, port1, Accumulator, 1552209933, 0, 79072, 31817728, 200, 360, 808
rtr_0x0, send_packet_count, port1, Accumulator, 1552209933, 0, 200, 200, 200, 1, 1
rtr_0x0, output_port_stalls, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, idle_time, port1, Accumulator, 1552209933, 0, 1551272834, 12936198285182994, 201, 125601, 33153069
rtr_0x0, width_adj_count, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, send_bit_count, port4, Accumulator, 1552209933, 0, 80008, 34622272, 197, 360, 1128
rtr_0x0, send_packet_count, port4, Accumulator, 1552209933, 0, 197, 197, 197, 1, 1
rtr_0x0, output_port_stalls, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, idle_time, port4, Accumulator, 1552209933, 0, 1551264836, 12840099919634746, 198, 560269, 30838669
rtr_0x0, width_adj_count, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, send_bit_count, port5, Accumulator, 1552209933, 0, 82960, 34392448, 206, 360, 808
rtr_0x0, send_packet_count, port5, Accumulator, 1552209933, 0, 206, 206, 206, 1, 1
rtr_0x0, output_port_stalls, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, idle_time, port5, Accumulator, 1552209933, 0, 1551228845, 12587765902225681, 207, 535735, 28030669
rtr_0x0, width_adj_count, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, send_bit_count, port8, Accumulator, 1552209933, 0, 161688, 67355840, 403, 360, 1128
rtr_0x0, send_packet_count, port8, Accumulator, 1552209933, 0, 403, 403, 403, 1, 1
rtr_0x0, output_port_stalls, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, idle_time, port8, Accumulator, 1552209933, 0, 1550299744, 9893085622515390, 404, 124268, 19092268
rtr_0x0, width_adj_count, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port6, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port7, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_0x0, xbar_stalls, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
nic0:rtrLink:networkIF, packet_latency, , Accumulator, 1552209933, 0, 100964, 27215526, 403, 198, 630
nic0:rtrLink:networkIF, send_bit_count, , Accumulator, 1552209933, 0, 162968, 69014720, 403, 360, 1128
nic0:rtrLink:networkIF, output_port_stalls, , Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
nic0:rtrLink:networkIF, idle_time, , Accumulator, 1552209933, 0, 1213647546, 7396238958904206, 404, 5468, 17586936
rtr_1x0, send_bit_count, port0, Accumulator, 1552209933, 0, 78280, 31719232, 197, 360, 808
rtr_1x0, send_packet_count, port0, Accumulator, 1552209933, 0, 197, 197, 197, 1, 1
rtr_1x0, output_port_stalls, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port0, Accumulator, 1552209933, 0, 1551280832, 12940590169141394, 198, 561069, 33033069
rtr_1x0, width_adj_count, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port1, Accumulator, 1552209933, 0, 80728, 32731840, 203, 360, 808
rtr_1x0, send_packet_count, port1, Accumulator, 1552209933, 0, 203, 203, 203, 1, 1
rtr_1x0, output_port_stalls, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port1, Accumulator, 1552209933, 0, 1551252839, 12783500074985669, 204, 310669, 31617069
rtr_1x0, width_adj_count, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_packet_count, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, output_port_stalls, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port2, Accumulator, 1552209933, 0, 1552209933, 2409355676103864489, 1, 1552209933, 1552209933
rtr_1x0, width_adj_count, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port3, Accumulator, 1552209933, 0, 309320, 123488320, 785, 360, 808
rtr_1x0, send_packet_count, port3, Accumulator, 1552209933, 0, 785, 785, 785, 1, 1
rtr_1x0, output_port_stalls, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port3, Accumulator, 1552209933, 0, 1548541517, 4312498775513411, 786, 39469, 14770669
rtr_1x0, width_adj_count, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port4, Accumulator, 1552209933, 0, 3384, 3817152, 3, 1128, 1128
rtr_1x0, send_packet_count, port4, Accumulator, 1552209933, 0, 3, 3, 3, 1, 1
rtr_1x0, output_port_stalls, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port4, Accumulator, 1552209933, 0, 1552173942, 1185884476485556516, 4, 5957603, 785927803
rtr_1x0, width_adj_count, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port5, Accumulator, 1552209933, 0, 80512, 33379840, 200, 360, 808
rtr_1x0, send_packet_count, port5, Accumulator, 1552209933, 0, 200, 200, 200, 1, 1
rtr_1x0, output_port_stalls, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port5, Accumulator, 1552209933, 0, 1551256838, 12846919255117406, 201, 561069, 32133069
rtr_1x0, width_adj_count, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port8, Accumulator, 1552209933, 0, 238312, 98160960, 597, 360, 1128
rtr_1x0, send_packet_count, port8, Accumulator, 1552209933, 0, 597, 597, 597, 1, 1
rtr_1x0, output_port_stalls, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port8, Accumulator, 1552209933, 0, 1549390638, 5423599544130420, 598, 123735, 16047469
rtr_1x0, width_adj_count, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port6, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port7, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
nic1:rtrLink:networkIF, packet_latency, , Accumulator, 1552209933, 0, 153663, 40826537, 597, 198, 544
nic1:rtrLink:networkIF, send_bit_count, , Accumulator, 1552209933, 0, 238952, 98990400, 597, 360, 1128
nic1:rtrLink:networkIF, output_port_stalls, , Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
nic1:rtrLink:networkIF, idle_time, , Accumulator, 1552209933, 0, 983241170, 3168871134291580, 598, 4135, 14686136
rtr_2x0, send_bit_count, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_packet_count, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, output_port_stalls, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port0, Accumulator, 1552209933, 0, 1552209933, 2409355676103864489, 1, 1552209933, 1552209933
rtr_2x0, width_adj_count, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_bit_count, port1, Accumulator, 1552209933, 0, 80728, 32731840, 203, 360, 808
rtr_2x0, send_packet_count, port1, Accumulator, 1552209933, 0, 203, 203, 203, 1, 1
rtr_2x0, output_port_stalls, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port1, Accumulator, 1552209933, 0, 1551252839, 12601809769772869, 204, 561069, 27797069
rtr_2x0, width_adj_count, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_bit_count, port2, Accumulator, 1552209933, 0, 156712, 62707520, 397, 360, 808
rtr_2x0, send_packet_count, port2, Accumulator, 1552209933, 0, 397, 397, 397, 1, 1
rtr_2x0, output_port_stalls, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port2, Accumulator, 1552209933, 0, 1550351731, 6319495482086025, 398, 375468, 14770669
rtr_2x0, width_adj_count, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_bit_count, port3, Accumulator, 1552209933, 0, 154264, 61694912, 391, 360, 808
rtr_2x0, send_packet_count, port3, Accumulator, 1552209933, 0, 391, 391, 391, 1, 1
rtr_2x0, output_port_stalls, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port3, Accumulator, 1552209933, 0, 1550379724, 6690231723526550, 392, 561069, 15828269
rtr_2x0, width_adj_count, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_bit_count, port4, Accumulator, 1552209933, 0, 3384, 3817152, 3, 1128, 1128
rtr_2x0, send_packet_count, port4, Accumulator, 1552209933, 0, 3, 3, 3, 1, 1
rtr_2x0, output_port_stalls, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port4, Accumulator, 1552209933, 0, 1552173942, 1185451739348276516, 4, 6299203, 784805403
rtr_2x0, width_adj_count, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_bit_count, port5, Accumulator, 1552209933, 0, 78856, 32465728, 197, 360, 808
rtr_2x0, send_packet_count, port5, Accumulator, 1552209933, 0, 197, 197, 197, 1, 1
rtr_2x0, output_port_stalls, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port5, Accumulator, 1552209933, 0, 1551276833, 12969493842764331, 198, 560269, 33697069
rtr_2x0, width_adj_count, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, send_bit_count, port8, Accumulator, 1552209933, 0, 238312, 98160960, 597, 360, 1128
rtr_2x0, send_packet_count, port8, Accumulator, 1552209933, 0, 597, 597, 597, 1, 1
rtr_2x0, output_port_stalls, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, idle_time, port8, Accumulator, 1552209933, 0, 1549390638, 6370215432376832, 597, 17068, 16037069
rtr_2x0, width_adj_count, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port0, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port1, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port3, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port4, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port5, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port6, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port7, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_2x0, xbar_stalls, port8, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
nic2:rtrLink:networkIF, packet_latency, , Accumulator, 1552209933, 0, 152733, 40095519, 597, 198, 371
nic2:rtrLink:networkIF, send_bit_count, , Accumulator, 1552209933, 0, 238952, 98990400, 597, 360, 1128
nic2:rtrLink:networkIF, output_port_stalls, , Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
nic2:rtrLink:networkIF, idle_time, , Accumulator, 1552209933, 0, 1206351703, 3947712282861799, 598, 107068, 14675736
rtr_3x0, send_bit_count, port2, Accumulator, 1552209933, 0, 77640, 30889792, 197, 360, 552
rtr_3x0, send_packet_count, port2, Accumulator, 1552209933, 0, 197, 197, 197, 1, 1
rtr_3x0, output_port_stalls, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_3x0, idle_time, port2, Accumulator, 1552209933, 0, 1551288830, 12381985342345120, 198, 2493333, 19977068
rtr_3x0, width_adj_count, port2, Accumulator, 1552209933, 0, 0, 0, 0, 0, 0
rtr_3x0, send_bit_count, port3, Accumulator, 1552209933, 0, 79072, 31817728, 200, 360, 808
rtr_3x0, send_packet_count, port3, Accumulator, 1552209933, 0, 200, 200, 200, 1, 1
